sample_id,variable,class_label,probability,known_label,predicted_label,split
source_dataset:T84,Erlotinib,,,0.125982157036278,0.12215601652860641,train
source_dataset:TE-9,Erlotinib,,,0.123723346332712,0.1012747585773468,train
source_dataset:SW1573,Erlotinib,,,0.0250431547942305,0.006223592907190323,train
source_dataset:MG-63,Erlotinib,,,0.0421876668057372,0.056119635701179504,train
source_dataset:SK-MEL-3,Erlotinib,,,,0.020731359720230103,train
source_dataset:HCC78,Erlotinib,,,0.0491304511049941,0.033109359443187714,train
source_dataset:G-401,Erlotinib,,,0.0400108161701496,0.030567675828933716,train
source_dataset:SW1088,Erlotinib,,,0.110024121337932,0.07343141734600067,train
source_dataset:NCI-H748,Erlotinib,,,,0.016096413135528564,train
source_dataset:NCI-H630,Erlotinib,,,,0.11764182895421982,train
source_dataset:WRO,Erlotinib,,,0.0183433366493724,0.022208508104085922,train
source_dataset:NCI-H2444,Erlotinib,,,,0.047349944710731506,train
source_dataset:D283 Med,Erlotinib,,,0.0524689912422026,0.035423487424850464,train
source_dataset:RPMI-8866,Erlotinib,,,,0.12969622015953064,train
source_dataset:KU-19-19,Erlotinib,,,0.0481506913499164,0.04410165175795555,train
source_dataset:KON,Erlotinib,,,,0.11238625645637512,train
source_dataset:KMRC-1,Erlotinib,,,0.0228852619874842,0.028199011459946632,train
source_dataset:TGBC24TKB,Erlotinib,,,0.12839221338189,0.12414908409118652,train
source_dataset:RCM-1 [Human rectum adenocarcinoma],Erlotinib,,,0.0764819096089081,0.08851949870586395,train
source_dataset:RKN,Erlotinib,,,0.0476953934054088,0.06799469888210297,train
source_dataset:Calu-3,Erlotinib,,,0.0383672592082141,0.03789866715669632,train
source_dataset:IST-SL1,Erlotinib,,,,0.014293011277914047,train
source_dataset:VL51,Erlotinib,,,0.0,0.0015052761882543564,train
source_dataset:EW-3,Erlotinib,,,0.0179004700878322,0.02376287430524826,train
source_dataset:NCI-H1963,Erlotinib,,,0.009679338851408,0.022011836990714073,train
source_dataset:BHY,Erlotinib,,,,0.1066041961312294,train
source_dataset:EFM-19,Erlotinib,,,0.0027004650868092,0.0695948526263237,train
source_dataset:NCI-H2009,Erlotinib,,,0.0468892901794345,0.047344692051410675,train
source_dataset:SNU-61,Erlotinib,,,0.126965059621608,0.11620184034109116,train
source_dataset:HC-1,Erlotinib,,,0.0340868154044701,0.05992312356829643,train
source_dataset:OVCAR-3,Erlotinib,,,0.13193620416725,0.11667200177907944,train
source_dataset:DK-MG,Erlotinib,,,0.0878350486527208,0.05451180040836334,train
source_dataset:KO52,Erlotinib,,,,0.0674981027841568,train
source_dataset:MS-1 [Human lung carcinoma],Erlotinib,,,0.0,0.008757153525948524,train
source_dataset:Fu97,Erlotinib,,,0.0,0.001189790666103363,train
source_dataset:RC-K8,Erlotinib,,,0.0528858101402446,0.055568620562553406,train
source_dataset:A-704,Erlotinib,,,0.0470571542875395,0.10250042378902435,train
source_dataset:HT-1080,Erlotinib,,,0.103494461002225,0.07777304947376251,train
source_dataset:HT-1197,Erlotinib,,,0.150526604161224,0.1164955198764801,train
source_dataset:DJM-1,Erlotinib,,,,0.01295583974570036,train
source_dataset:Kuramochi,Erlotinib,,,0.0374692583535763,0.035238854587078094,train
source_dataset:Hs 578T,Erlotinib,,,0.0,0.010733106173574924,train
source_dataset:SK-HEP-1,Erlotinib,,,0.132263394894991,0.09631450474262238,train
source_dataset:OCI-AML-2,Erlotinib,,,0.0738006473971765,0.05931168794631958,train
source_dataset:HDLM-2,Erlotinib,,,0.149176430949222,0.02175632119178772,train
source_dataset:NCI-H209,Erlotinib,,,0.023677058920034,0.037667665630578995,train
source_dataset:KP-1N,Erlotinib,,,0.109974218825988,0.09818758815526962,train
source_dataset:786-O,Erlotinib,,,0.16353602307036,0.12270045280456543,train
source_dataset:Panc 04.03,Erlotinib,,,0.150338747650417,0.144677072763443,train
source_dataset:Mel JuSo,Erlotinib,,,0.0,0.027831438928842545,train
source_dataset:Hs 940.T,Erlotinib,,,,0.010399507358670235,train
source_dataset:HCC1937,Erlotinib,,,0.152121749801794,0.11786618828773499,train
source_dataset:QIMR-WIL,Erlotinib,,,,0.06296247988939285,train
source_dataset:HCC1500,Erlotinib,,,0.0418082761044709,0.057196229696273804,train
source_dataset:Lu-165,Erlotinib,,,0.0213726597462009,0.0055167414247989655,train
source_dataset:BT-483,Erlotinib,,,0.0939562848127695,0.041903600096702576,train
source_dataset:TUR,Erlotinib,,,0.0206982277267648,0.028393898159265518,train
source_dataset:HO-1-N-1,Erlotinib,,,0.107349507388662,0.08429466933012009,train
source_dataset:HARA [Human squamous cell lung carcinoma],Erlotinib,,,0.0488014352844363,0.04413744807243347,train
source_dataset:NCI-H1651,Erlotinib,,,0.035106760337805,0.017969999462366104,train
source_dataset:Farage,Erlotinib,,,,0.049271851778030396,train
source_dataset:ES1,Erlotinib,,,0.0821987355896049,0.09789757430553436,train
source_dataset:KP-N-YN,Erlotinib,,,0.0622706447859873,0.05290861800312996,train
source_dataset:AGS,Erlotinib,,,0.0119508895830124,0.0162497665733099,train
source_dataset:CHSA0011,Erlotinib,,,,0.031884703785181046,train
source_dataset:TOV-21G,Erlotinib,,,0.129560176414043,0.1312246471643448,train
source_dataset:MDA-MB-468,Erlotinib,,,0.108740338558122,0.11983689665794373,train
source_dataset:SNU-175,Erlotinib,,,0.196615219343515,0.19569198787212372,train
source_dataset:SW962,Erlotinib,,,,0.009749907068908215,train
source_dataset:KGN,Erlotinib,,,0.0599764516483662,0.04991980642080307,train
source_dataset:WSU-NHL,Erlotinib,,,0.0,0.00598591985180974,train
source_dataset:CCF-STTG1,Erlotinib,,,,0.07579763233661652,train
source_dataset:EHEB,Erlotinib,,,,0.050227947533130646,train
source_dataset:U266B1,Erlotinib,,,0.0,-0.0023398175835609436,train
source_dataset:COR-L32,Erlotinib,,,0.0,-0.01269964687526226,train
source_dataset:TGW,Erlotinib,,,0.0165565881013634,0.021789707243442535,train
source_dataset:NCI-H1836,Erlotinib,,,,0.09357082098722458,train
source_dataset:ES-2,Erlotinib,,,0.0850547157637586,0.06763955950737,train
source_dataset:BC-1,Erlotinib,,,0.0,0.02340489998459816,train
source_dataset:SW48,Erlotinib,,,0.268328116685686,0.25929662585258484,train
source_dataset:TK [Human B-cell lymphoma],Erlotinib,,,0.007591205787772,0.015141196548938751,train
source_dataset:ES4,Erlotinib,,,0.148133713958744,0.139654740691185,train
source_dataset:NCI-H1693,Erlotinib,,,0.197934987445167,0.1635212004184723,train
source_dataset:NCI-H2369,Erlotinib,,,0.131004419708807,0.11870799958705902,train
source_dataset:H9,Erlotinib,,,0.0373218963147581,0.03467296063899994,train
source_dataset:NY,Erlotinib,,,0.0672715773185119,0.06379011273384094,train
source_dataset:HT-55,Erlotinib,,,0.137791622514903,0.11291910707950592,train
source_dataset:ChaGo-K-1,Erlotinib,,,,0.003032035892829299,train
source_dataset:CFPAC-1,Erlotinib,,,0.196809542988945,0.0036269868724048138,train
source_dataset:NCI-H520,Erlotinib,,,0.0544276842048052,0.04718710482120514,train
source_dataset:RERF-GC-1B,Erlotinib,,,0.0564317703643807,0.04996686056256294,train
source_dataset:ME-180,Erlotinib,,,0.161125922555766,0.0876658707857132,train
source_dataset:SNU-5,Erlotinib,,,0.018421108098326,0.01945723220705986,train
source_dataset:KTCTL-13,Erlotinib,,,,0.042613685131073,train
source_dataset:Mo,Erlotinib,,,0.0,-0.004971745423972607,train
source_dataset:NH-12,Erlotinib,,,0.0929692213382107,0.07502372562885284,train
source_dataset:BL-41,Erlotinib,,,0.0118384917032668,0.025730635970830917,train
source_dataset:201T,Erlotinib,,,,0.1343594342470169,train
source_dataset:TE-6,Erlotinib,,,0.24535955249507,0.24144409596920013,train
source_dataset:HSC-4,Erlotinib,,,0.184392032832647,0.15595056116580963,train
source_dataset:JHU-011,Erlotinib,,,,0.19060936570167542,train
source_dataset:Karpas-620,Erlotinib,,,0.0220131334217489,0.031040634959936142,train
source_dataset:CHSA0108,Erlotinib,,,,0.005876295268535614,train
source_dataset:OCI-AML-3,Erlotinib,,,0.0,0.0009019598364830017,train
source_dataset:697,Erlotinib,,,0.0723215091879512,0.06073223799467087,train
source_dataset:OE21,Erlotinib,,,0.192033036225235,0.19248127937316895,train
source_dataset:ZR-75-30,Erlotinib,,,0.0590437922944436,0.05726966634392738,train
source_dataset:SW948,Erlotinib,,,0.0246399619175591,0.10384923964738846,train
source_dataset:K-562,Erlotinib,,,0.0101872019555111,0.011609796434640884,train
source_dataset:NUGC-3,Erlotinib,,,0.23977326447954,0.21067363023757935,train
source_dataset:KYSE-510,Erlotinib,,,,0.13986736536026,train
source_dataset:NCI-H1105,Erlotinib,,,,0.018667377531528473,train
source_dataset:HEL,Erlotinib,,,,0.013508216477930546,train
source_dataset:MOLM-16,Erlotinib,,,,0.09137289226055145,train
source_dataset:SK-MES-1,Erlotinib,,,0.140849325784196,0.10334236174821854,train
source_dataset:H4,Erlotinib,,,0.06207311917361,0.059792034327983856,train
source_dataset:CA46,Erlotinib,,,0.060209392888273,0.04596647992730141,train
source_dataset:U-698-M,Erlotinib,,,0.0,0.017669547349214554,train
source_dataset:SNU-283,Erlotinib,,,,0.1241150051355362,train
source_dataset:NCI-H1915,Erlotinib,,,0.0669554559557138,0.057654574513435364,train
source_dataset:THP-1,Erlotinib,,,,0.006386019289493561,train
source_dataset:NCI-H2291,Erlotinib,,,,0.03456634655594826,train
source_dataset:ARH-77,Erlotinib,,,0.0,0.07380681484937668,train
source_dataset:HT-1376,Erlotinib,,,0.163329504266335,0.14269059896469116,train
source_dataset:P32/ISH,Erlotinib,,,0.0,0.014430663548409939,train
source_dataset:SBC-3,Erlotinib,,,0.0322653281625237,0.0327824205160141,train
source_dataset:NCI-H28,Erlotinib,,,0.146562151339564,0.13374905288219452,train
source_dataset:EFO-27,Erlotinib,,,,0.06474016606807709,train
source_dataset:MES-SA,Erlotinib,,,0.1168597627257,0.1306743174791336,train
source_dataset:GT3TKB,Erlotinib,,,,0.08299426734447479,train
source_dataset:RPMI-6666,Erlotinib,,,0.0423366298942585,0.05962841957807541,train
source_dataset:SK-MM-2,Erlotinib,,,0.0,0.00466492772102356,train
source_dataset:Daoy,Erlotinib,,,0.0687042999930195,0.054271019995212555,train
source_dataset:NCI-H1623,Erlotinib,,,0.159279834950132,0.13883091509342194,train
source_dataset:COLO 684,Erlotinib,,,0.0270620617566272,0.017313718795776367,train
source_dataset:T24,Erlotinib,,,,0.08175992220640182,train
source_dataset:MDA-MB-453,Erlotinib,,,0.068358825087985,0.10868309438228607,train
source_dataset:HT-3,Erlotinib,,,0.0872812627694755,0.08266758918762207,train
source_dataset:TE-11,Erlotinib,,,,0.12215369939804077,train
source_dataset:MFE-280,Erlotinib,,,0.0,-0.005866888910531998,train
source_dataset:ESO-26,Erlotinib,,,0.113686876789855,0.09810465574264526,train
source_dataset:HCC1187,Erlotinib,,,0.0269968794253393,0.030379347503185272,train
source_dataset:RPMI-2650,Erlotinib,,,,0.048900093883275986,train
source_dataset:RXF 393L,Erlotinib,,,,0.08428893238306046,train
source_dataset:HO-1-u-1,Erlotinib,,,0.194857016446691,0.07636149227619171,train
source_dataset:HuP-T3,Erlotinib,,,0.0819807845597156,0.07770460098981857,train
source_dataset:CL-34,Erlotinib,,,,0.12532766163349152,train
source_dataset:C32 [Human melanoma],Erlotinib,,,0.065620750366615,0.020044581964612007,train
source_dataset:PWR-1E,Erlotinib,,,0.118268735063697,0.09706372022628784,train
source_dataset:SCH,Erlotinib,,,,0.1255163848400116,train
source_dataset:LS1034,Erlotinib,,,0.0831244749134112,0.07641993463039398,train
source_dataset:ACN,Erlotinib,,,,0.0390394926071167,train
source_dataset:TE 441.T,Erlotinib,,,,0.05083919316530228,train
source_dataset:HL-60,Erlotinib,,,0.0071142786513688,0.013651076704263687,train
source_dataset:HCC2998,Erlotinib,,,0.0757791095168724,0.0787196084856987,train
source_dataset:NCI-H510A,Erlotinib,,,,0.0679372176527977,train
source_dataset:UACC-257,Erlotinib,,,0.0959194197770232,0.06786254048347473,train
source_dataset:OE33,Erlotinib,,,0.0787952959870467,0.20829415321350098,train
source_dataset:MS751,Erlotinib,,,0.122092301806907,0.11312317848205566,train
source_dataset:L-1236,Erlotinib,,,0.0051949849660495,0.01723587140440941,train
source_dataset:SUIT-2,Erlotinib,,,0.0870832547923708,0.06864559650421143,train
source_dataset:CS-1 [Human chondrosarcoma],Erlotinib,,,0.0381462708121352,0.032225653529167175,train
source_dataset:HCC827,Erlotinib,,,0.506851035539846,0.4984318017959595,train
source_dataset:COLO 800,Erlotinib,,,,0.011548362672328949,train
source_dataset:NCI-H1299,Erlotinib,,,0.003360132485238,0.0005093757063150406,train
source_dataset:OCUM-1,Erlotinib,,,0.0166030099190507,0.023287761956453323,train
source_dataset:SiHa,Erlotinib,,,0.100299035011736,0.08339981734752655,train
source_dataset:MLMA,Erlotinib,,,0.0499452106833892,0.04463048279285431,train
source_dataset:NCI-H660,Erlotinib,,,,0.08173543214797974,train
source_dataset:DEL,Erlotinib,,,0.170371407336351,0.20434008538722992,train
source_dataset:KYSE-410,Erlotinib,,,0.139768181946511,0.10677626729011536,train
source_dataset:Hep-G2/C3A,Erlotinib,,,0.0412973085442558,0.029886635020375252,train
source_dataset:HOP-92,Erlotinib,,,0.138064751595122,0.11498012393712997,train
source_dataset:SU-DHL-10,Erlotinib,,,0.104041741678245,0.03697017580270767,train
source_dataset:UPCI-SCC-090,Erlotinib,,,0.193739440919384,0.029155587777495384,train
source_dataset:Mono-Mac-6,Erlotinib,,,0.0104751617100743,0.012450126931071281,train
source_dataset:639V,Erlotinib,,,0.113401886226925,0.08593890070915222,train
source_dataset:OV7,Erlotinib,,,,0.05570217967033386,train
source_dataset:PCI-15A,Erlotinib,,,,0.11588965356349945,train
source_dataset:BB30-HNC,Erlotinib,,,,0.08390450477600098,train
source_dataset:OV17R,Erlotinib,,,,0.10154541581869125,train
source_dataset:NCI-H1435,Erlotinib,,,0.0121951117435619,0.009343008510768414,train
source_dataset:SUP-HD1,Erlotinib,,,0.0,0.09112987667322159,train
source_dataset:DiFi,Erlotinib,,,0.329950854181966,0.3200044631958008,train
source_dataset:KG-1,Erlotinib,,,0.0270534998975233,0.018394090235233307,train
source_dataset:NCI-H1581,Erlotinib,,,0.0086765931097237,0.006585540249943733,train
source_dataset:EMC-BAC-1,Erlotinib,,,,0.15601666271686554,train
source_dataset:NCI-H2722,Erlotinib,,,0.129899826035366,0.12652413547039032,train
source_dataset:Hs 746.T,Erlotinib,,,0.0191777016611201,0.022740572690963745,train
source_dataset:SU-DHL-4,Erlotinib,,,,0.09184834361076355,train
source_dataset:KCL-22,Erlotinib,,,0.0382779023387861,0.0459812730550766,train
source_dataset:Detroit 562,Erlotinib,,,0.113055729704239,0.1296885907649994,train
source_dataset:L-540,Erlotinib,,,0.0,0.010326704941689968,train
source_dataset:OE19,Erlotinib,,,0.0142240736676229,0.021189475432038307,train
source_dataset:MOLT-13,Erlotinib,,,0.0022161191510482,0.017410745844244957,train
source_dataset:COLO 678,Erlotinib,,,0.131240584265093,0.12351658195257187,train
source_dataset:Karpas-299,Erlotinib,,,0.0393226954560845,0.046872302889823914,train
source_dataset:Capan-2,Erlotinib,,,0.0882788023444997,0.07310888916254044,train
source_dataset:NCI-H1092,Erlotinib,,,0.0467967568730553,0.03515417501330376,train
source_dataset:ALL-SIL,Erlotinib,,,0.139647536850341,0.14600422978401184,train
source_dataset:A-431,Erlotinib,,,,0.23697833716869354,train
source_dataset:RERF-LC-KJ,Erlotinib,,,0.2118063182007,0.21106202900409698,train
source_dataset:451Lu,Erlotinib,,,,0.034205563366413116,train
source_dataset:NCI-H838,Erlotinib,,,,0.10487494617700577,train
source_dataset:MOLP-8,Erlotinib,,,0.0,0.12750756740570068,train
source_dataset:SK-UT-1,Erlotinib,,,0.0049614611243296,0.015014487318694592,train
source_dataset:LK-2,Erlotinib,,,0.0442055731168206,0.0149321174249053,train
source_dataset:SNU-182,Erlotinib,,,0.134188020283765,0.11717575043439865,train
source_dataset:STS-0421,Erlotinib,,,,0.048716362565755844,train
source_dataset:SAS,Erlotinib,,,0.135960299193435,0.10476400703191757,train
source_dataset:D-263MG,Erlotinib,,,0.0430792520514913,0.02899756468832493,train
source_dataset:NCI-H322M,Erlotinib,,,0.315994314870883,0.042661260813474655,train
source_dataset:WM793,Erlotinib,,,0.102146140677706,0.07920169830322266,train
source_dataset:SKM-1,Erlotinib,,,,0.059335462749004364,train
source_dataset:NCI-H1155,Erlotinib,,,0.203915183917306,0.14062142372131348,train
source_dataset:EMC-BAC-2,Erlotinib,,,0.146983951311469,0.12488400936126709,train
source_dataset:B-CPAP,Erlotinib,,,0.122902705309522,0.05632323771715164,train
source_dataset:Karpas-422,Erlotinib,,,0.0151876901153278,0.02563493885099888,train
source_dataset:CAS-1,Erlotinib,,,0.0226474145819871,0.042912013828754425,train
source_dataset:NCI-H2869,Erlotinib,,,,0.07018103450536728,train
source_dataset:KY821,Erlotinib,,,0.0033592425810448,-0.012210913002490997,train
source_dataset:A-673,Erlotinib,,,0.055179000489131,0.08868899941444397,train
source_dataset:CTB-1,Erlotinib,,,,0.0708848387002945,train
source_dataset:EB2,Erlotinib,,,0.0429537375852646,0.055534727871418,train
source_dataset:IMR-5,Erlotinib,,,0.0,0.012219241820275784,train
source_dataset:MDST8,Erlotinib,,,0.0918801120175044,0.10853765159845352,train
source_dataset:HDQ-P1,Erlotinib,,,0.212324628003074,0.19610372185707092,train
source_dataset:NCI-H661,Erlotinib,,,0.0183791567222997,0.006552942097187042,train
source_dataset:AU565,Erlotinib,,,0.0822104060008212,0.06687033176422119,train
source_dataset:NCI-H1703,Erlotinib,,,0.0492565931354735,0.047487009316682816,train
source_dataset:MFE-319,Erlotinib,,,0.113284355525242,0.00968475453555584,train
source_dataset:VA-ES-BJ,Erlotinib,,,0.0336946175120275,0.07104797661304474,train
source_dataset:BPH-1,Erlotinib,,,0.259039605734209,0.1392926722764969,train
source_dataset:K2 [Human melanoma],Erlotinib,,,,0.12194269150495529,train
source_dataset:NCI-H720,Erlotinib,,,0.0296325541378149,0.02840036153793335,train
source_dataset:VM-CUB-1,Erlotinib,,,0.0391537232636123,0.025986939668655396,train
source_dataset:Panc 03.27,Erlotinib,,,0.108148180686502,0.03415895998477936,train
source_dataset:DB,Erlotinib,,,0.0612038872115278,0.06006966531276703,train
source_dataset:MOLT-16,Erlotinib,,,0.0280374095095509,0.038657739758491516,train
source_dataset:HSC-3,Erlotinib,,,0.134505306477629,0.12504038214683533,train
source_dataset:EW-18,Erlotinib,,,0.0290715233180989,0.026132315397262573,train
source_dataset:WM115,Erlotinib,,,0.0167166059141056,0.013337543234229088,train
source_dataset:CTV-1,Erlotinib,,,0.0285527954314114,0.0357389971613884,train
source_dataset:ETK-1,Erlotinib,,,0.0962274073123258,0.08745381236076355,train
source_dataset:SK-N-DZ,Erlotinib,,,0.190877746783005,0.1832413673400879,train
source_dataset:JEG-3,Erlotinib,,,,0.055633753538131714,train
source_dataset:LS513,Erlotinib,,,,0.05400335043668747,train
source_dataset:ASH-3,Erlotinib,,,0.0822035495793275,0.06835915893316269,train
source_dataset:NCI-H23,Erlotinib,,,0.0538111842857605,0.046485546976327896,train
source_dataset:HCC1569,Erlotinib,,,,0.03200898319482803,train
source_dataset:OCI-Ly7,Erlotinib,,,,0.06953254342079163,train
source_dataset:FLO-1,Erlotinib,,,0.0378121979564782,0.06620941311120987,train
source_dataset:Namalwa,Erlotinib,,,0.0062585047233556,0.022853314876556396,train
source_dataset:P12-Ichikawa,Erlotinib,,,0.0565234182252757,0.03043205663561821,train
source_dataset:NCI-H2052,Erlotinib,,,0.0973333751484498,0.0668005645275116,train
source_dataset:NCI-H2795,Erlotinib,,,0.0550996824958782,0.04716094955801964,train
source_dataset:NB4,Erlotinib,,,,0.043298251926898956,train
source_dataset:CAL-120,Erlotinib,,,0.0827137544045422,0.09649797528982162,train
source_dataset:NCI-H441,Erlotinib,,,0.148940303053976,0.11766795814037323,train
source_dataset:NCI-H2135,Erlotinib,,,,0.0364343598484993,train
source_dataset:Daudi,Erlotinib,,,0.041234282410828,0.05523250252008438,train
source_dataset:TE-10,Erlotinib,,,,0.1424558013677597,train
source_dataset:COLO 679,Erlotinib,,,0.0292994676928096,-0.0044378116726875305,train
source_dataset:HCT 15,Erlotinib,,,0.0612639035453632,0.051042940467596054,train
source_dataset:NCI-H2803,Erlotinib,,,,0.10391668975353241,train
source_dataset:NCI-H2172,Erlotinib,,,,0.11288954317569733,train
source_dataset:SiSo,Erlotinib,,,0.0966894274485269,0.08624528348445892,train
source_dataset:NCI-H2452,Erlotinib,,,0.0656169240414553,0.06418876349925995,train
source_dataset:LC-1/sq,Erlotinib,,,0.165341580819403,0.16890382766723633,train
source_dataset:NCI-H2141,Erlotinib,,,0.0769405675517457,0.05210345983505249,train
source_dataset:OVMIU,Erlotinib,,,0.23876239644168,0.23689596354961395,train
source_dataset:TASK1,Erlotinib,,,,0.059426844120025635,train
source_dataset:SW620,Erlotinib,,,0.0216219464265912,0.022797279059886932,train
source_dataset:HOS,Erlotinib,,,0.0640453987890814,0.055592864751815796,train
source_dataset:GaMG,Erlotinib,,,0.0,-0.006116762757301331,train
source_dataset:NCI-H526,Erlotinib,,,0.0224022813119422,0.012336952611804008,train
source_dataset:EN,Erlotinib,,,0.0357718419646901,0.031111087650060654,train
source_dataset:KTCTL-26A,Erlotinib,,,,0.14635834097862244,train
source_dataset:UWB1.289,Erlotinib,,,,0.1845676302909851,train
source_dataset:OCUB-M,Erlotinib,,,0.082785767395351,0.046677637845277786,train
source_dataset:SNG-M,Erlotinib,,,0.0731774351510269,0.24744533002376556,train
source_dataset:KATO III,Erlotinib,,,0.0369197485710123,0.044131845235824585,train
source_dataset:PF-382,Erlotinib,,,0.0,0.01270848698914051,train
source_dataset:SJNB-7,Erlotinib,,,0.0624351476199665,0.049644455313682556,train
source_dataset:HCC38,Erlotinib,,,0.0372734184577072,0.0357719324529171,train
source_dataset:RT-4,Erlotinib,,,0.109424689460692,0.08764015138149261,train
source_dataset:OAW42,Erlotinib,,,0.11542242607128,0.11452949792146683,train
source_dataset:NCI-H1975,Erlotinib,,,0.134087101785305,0.12629929184913635,train
source_dataset:C-33 A,Erlotinib,,,0.0934427645635586,0.1012185588479042,train
source_dataset:HCC2218,Erlotinib,,,,0.11319416016340256,train
source_dataset:K5,Erlotinib,,,0.0533732380574563,0.04346168413758278,train
source_dataset:CHP-134,Erlotinib,,,0.0978841475625625,0.10049660503864288,train
source_dataset:CL-40,Erlotinib,,,0.0346331974850973,0.0355026051402092,train
source_dataset:CAL-72,Erlotinib,,,0.025858262894416,0.019759323447942734,train
source_dataset:HeLa,Erlotinib,,,0.0024432496160568,0.018401987850666046,train
source_dataset:JM-1,Erlotinib,,,,0.05599866062402725,train
source_dataset:LB647-SCLC,Erlotinib,,,,0.10350595414638519,train
source_dataset:NCI-N87,Erlotinib,,,0.0,0.0632261112332344,train
source_dataset:HN,Erlotinib,,,,0.021981220692396164,train
source_dataset:KNS-81-FD,Erlotinib,,,,0.1088559627532959,train
source_dataset:Huh-7,Erlotinib,,,0.056106390938351,0.057437315583229065,train
source_dataset:RS4;11,Erlotinib,,,0.0737301228490779,0.06499515473842621,train
source_dataset:NCI-H2126,Erlotinib,,,,0.06119154021143913,train
source_dataset:SiMa,Erlotinib,,,0.0,0.012487021274864674,train
source_dataset:BALL-1,Erlotinib,,,0.0322397955605544,0.029254399240016937,train
source_dataset:JIMT-1,Erlotinib,,,0.0839592299956522,0.06213393807411194,train
source_dataset:22Rv1,Erlotinib,,,0.069736096163408,0.06847374141216278,train
source_dataset:Kelly,Erlotinib,,,0.0926893742438769,0.08033662289381027,train
source_dataset:AMO1,Erlotinib,,,0.0378329522147801,0.04181564599275589,train
source_dataset:MZ-MEL-7,Erlotinib,,,,0.021535122767090797,train
source_dataset:NCI-H1666,Erlotinib,,,0.239888386138555,0.20346291363239288,train
source_dataset:LB771-HNC,Erlotinib,,,0.093266772649973,0.06470055878162384,train
source_dataset:YT,Erlotinib,,,0.0,-0.00733489915728569,train
source_dataset:OV-90,Erlotinib,,,0.0721029602654492,0.05668197199702263,train
source_dataset:NMC-G1,Erlotinib,,,,0.11594439297914505,train
source_dataset:HMV-II,Erlotinib,,,0.0062459037523043,-0.007051327731460333,train
source_dataset:KMOE-2,Erlotinib,,,0.020199738441836,0.021905168890953064,train
source_dataset:BT-474,Erlotinib,,,0.0902957505525503,0.12592241168022156,train
source_dataset:SKN-3,Erlotinib,,,0.110808933748932,0.08455832302570343,train
source_dataset:YKG-1,Erlotinib,,,,0.04878268390893936,train
source_dataset:Jiyoye,Erlotinib,,,0.231501342822903,0.20769403874874115,train
source_dataset:NCI-H69,Erlotinib,,,0.037759798857186,0.05559946224093437,train
source_dataset:SK-MEL-2,Erlotinib,,,0.0,0.015337444841861725,train
source_dataset:NCI-H3122,Erlotinib,,,0.0441908089321761,0.03160828351974487,train
source_dataset:SNU-1040,Erlotinib,,,,0.1257673054933548,train
source_dataset:KP-4,Erlotinib,,,0.0553098882841773,0.052392687648534775,train
source_dataset:LoVo,Erlotinib,,,0.150013398998124,0.13744238018989563,train
source_dataset:SW13,Erlotinib,,,0.140957640292288,0.1283436268568039,train
source_dataset:KYSE-70,Erlotinib,,,0.0928558580583491,0.0938054546713829,train
source_dataset:UACC-812,Erlotinib,,,0.0,0.009310917928814888,train
source_dataset:SUP-B8,Erlotinib,,,,0.03435542434453964,train
source_dataset:HT-29,Erlotinib,,,0.049706488152891,0.042857006192207336,train
source_dataset:HT115,Erlotinib,,,,0.12337569892406464,train
